,"Active Status","Type","Item","Description","Sales Tax Code","Account","COGS Account","Asset Account","Accumulated Depreciation","Purchase Description","Quantity On Hand","Cost","Preferred Vendor","Tax Agency","Price","Reorder Pt (Min)","MPN"
,"Active","Inventory Part","WSAC608","WINDSCREEN ACRYLIC LEAR","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN ACRYLIC LEAR",0,14.17,"MINT",,44.95,"","WSAC608"
,"Active","Inventory Part","WSAC609","WINDSCREEN ACRYLIC CLEAR","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN ACRYLIC CLEAR",-2,7.80,"MINT",,44.95,"","WSAC609"
,"Active","Inventory Part","WSAC611","23011148 WINDSCREEN","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"23011148 WINDSCREEN",-2,6.55,"KAGE",,42.95,"","WSAC611"
,"Active","Inventory Part","WSAC612","WINDSCREEN ACRYLIC CLEAR","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN ACRYLIC CLEAR",-1,7.80,"MOTOACCESSORIES",,44.95,"","WSAC612"
,"Active","Inventory Part","WSAC615","WINDSCREEN ACRYLIC CLEAR","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN ACRYLIC CLEAR",-1,7.80,"MOTOACCESSORIES",,44.95,"","WSAS616"
,"Active","Inventory Part","WSAC616","WINDSCREEN ACRYLIC CLEAR","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN ACRYLIC CLEAR",-7,7.80,"MINT",,44.95,"","WSAC616"
,"Active","Inventory Part","WSAC617","WINDSCREEN ACRYLIC CLEAR","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN ACRYLIC CLEAR",-5,7.80,"MINT",,44.95,"","WSAC617"
,"Active","Inventory Part","WSAC623","WINDSCREEN ACRYLIC KAWASAKI NINJA 650R 2012","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN ACRYLIC KAWASAKI NINJA 650R 2012",-3,7.80,"MINT",,44.95,"","WSAC623"
,"Active","Inventory Part","WSAC702","WINDSCREEN","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN",-1,7.80,"MOTOACCESSORIES",,44.95,"","WSAC702"
,"Active","Inventory Part","WSAC705","WINDSCREEN GSXR600 CLR","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN GSXR600 CLR",-3,7.80,"MOTOACCESSORIES",,44.95,"","WSAC705"
,"Active","Inventory Part","WSAC706","WINDSCREEN ACRYLIC CLEAR","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN ACRYLIC CLEAR",-1,7.80,"MOTOACCESSORIES",,44.95,"","WSAC706"
,"Active","Inventory Part","WSAC707","WINDSCREEN SV650 CLR","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN SV650 CLR",-5,7.80,"MOTOACCESSORIES",,44.95,"","WSAC707"
,"Active","Inventory Part","WSAC708","23011172 WINDSCREEN","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"23011172 WINDSCREEN",-1,6.55,"SHINER",,42.95,"","WSAC708"
,"Active","Inventory Part","WSAC709","WINDSCREEN GSX750 CLEAR","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN GSX750 CLEAR",-1,7.80,"MOTOACCESSORIES",,44.95,"","WSAC709"
,"Active","Inventory Part","WSAC713","WINDSCREEN ACRYLIC CLEAR","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN ACRYLIC CLEAR",-5,7.80,"MOTOACCESSORIES",,44.95,"","WSAC713"
,"Active","Inventory Part","WSAC714","WINDSCREEN ACRYLIC SUZUKI GSXR1000 05-06","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN ACRYLIC SUZUKI GSXR1000 05-06",-2,7.80,"MOTOACCESSORIES",,44.95,"","WSAC714"
,"Active","Inventory Part","WSAC715","CL GSXR10000 2007 2008","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"CL GSXR10000 2007 2008",-1,7.00,"MOTOBATT",,42.95,"","WSAC715"
,"Active","Inventory Part","WSAC716","WINDSCREEN ACRYLIC CLEAR","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN ACRYLIC CLEAR",-1,7.80,"MOTOACCESSORIES",,44.95,"","WSAC716"
,"Active","Inventory Part","WSAC717","WINDSCREEN TL1000R CLR","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN TL1000R CLR",-1,7.80,"MOTOACCESSORIES",,44.95,"","WSAC717"
,"Active","Inventory Part","WSAC718","WINDSCREEN ACRYLIC SUZUKI GSXR1300R 99-07","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN ACRYLIC SUZUKI GSXR1300R 99-07",-1,7.80,"MOTOACCESSORIES",,44.95,"","WSAC718"
,"Active","Inventory Part","WSAC719","230111166 WINDSCREEN","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"230111166 WINDSCREEN",-1,6.55,"MOTOBATT",,42.95,"","WSAC719"
,"Active","Inventory Part","WSAC720","WINDSCREEN GSXR CLR","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN GSXR CLR",-1,7.80,"MINT",,44.95,"","WSAC720"
,"Active","Inventory Part","WSAC801","WINDSCREEN YAMAHA R6 98-02","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN YAMAHA R6 98-02",-1,7.80,"MINT",,44.95,"","WSAC801"
,"Active","Inventory Part","WSAC802","23011190 WINDSCREEN","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"23011190 WINDSCREEN",-2,7.80,"MOTOACCESSORIES",,42.95,"","WSAC802"
,"Active","Inventory Part","WSAC803","WINDSCREEN ACRYLIC CLEAR YAMAHA R6 06-07","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN ACRYLIC CLEAR YAMAHA R6 06-07",-1,7.80,"MINT",,44.95,"","WSAC803"
,"Active","Inventory Part","WSAC804","WINDSCREEN R6 CLR","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN R6 CLR",-3,7.80,"MOTOACCESSORIES",,44.95,"","WSAC804"
,"Active","Inventory Part","WSAC809","WINDSCREEN R1 CLR","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN R1 CLR",-1,7.80,"MOTOACCESSORIES",,44.95,"","WSAC809"
,"Active","Inventory Part","WSAS501","WINDSCREEN HONDA CBR F2/F3 95-98","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN HONDA CBR F2/F3 95-98",-6,7.80,"MOTOACCESSORIES",,44.95,"","WSAS501"
,"Active","Inventory Part","WSAS502","WINDSCREEN CBR F4I MK","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN CBR F4I SMK",-4,7.80,"MOTOACCESSORIES",,44.95,"","WSAS502"
,"Active","Inventory Part","WSAS503","WINDSCREEN CBRF4I SMK..","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN CBRF4I SMK",-3,7.80,"MOTOACCESSORIES",,44.95,"","WSAS503"
,"Active","Inventory Part","WSAS504","WINDSCREEN CBR600RR SMK","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN CBR600RR SMK",-7,7.80,"MOTOACCESSORIES",,44.95,"","WSAS504"
,"Active","Inventory Part","WSAS505","WINDSCREEN CBR600RR SMK","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN CBR600RR SMK",-2,7.80,"MOTOACCESSORIES",,44.95,"","WSAS505"
,"Active","Inventory Part","WSAS506","23011103 WINDSCREEN","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"23011103 WINDSCREEN",-4,7.80,"MOTOBATT",,42.95,"","WSAS506"
,"Active","Inventory Part","WSAS507","WINDSCREEN VFR750F 94-97","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN VFR750F 94-97",-1,7.80,"MOTOACCESSORIES",,44.95,"","WSAS507"
,"Active","Inventory Part","WSAS509","WINDSCREEN 23011109","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN 23011109",-1,7.80,"SHINER",,42.95,"","WSAS509"
,"Active","Inventory Part","WSAS510","WINDSCREEN CBR9RR SMK","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN CBR9RR SMK",-3,7.80,"MOTOACCESSORIES",,44.95,"","WSAS510"
,"Active","Inventory Part","WSAS511","23011113 WINDSCREEN","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"23011113 WINDSCREEN",-3,7.80,"KAGE",,42.95,"","WSAS511"
,"Active","Inventory Part","WSAS512","WINDSCREEN CBR954 SMK","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN CBR954 SMK",-1,7.80,"MOTOACCESSORIES",,44.95,"","WSAS512"
,"Active","Inventory Part","WSAS513","23011117 WINDSCREEN","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"23011117 WINDSCREEN",-3,7.80,"KAGE",,42.95,"","WSAS513"
,"Active","Inventory Part","WSAS515","WINDSCREEN CBR1000RR SMOKE","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN CBR1000RR SMOKE",-3,7.80,"MOTOACCESSORIES",,44.95,"","WSAS515"
,"Active","Inventory Part","WSAS516","WINDSCREEN CBR11RR","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN CBR11RR",-1,7.80,"MOTOACCESSORIES",,44.95,"","WSAS516"
,"Active","Inventory Part","WSAS517","WINDSCREEN CBR 10RR SMK","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN CBR 10RR SMK",-6,7.80,"MOTOACCESSORIES",,44.95,"","WSAS517"
,"Active","Inventory Part","WSAS521","WINDSCREEN ACRYLIC SMOKE HONDA CBR500R 13-14","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN ACRYLIC SMOKE HONDA CBR500R 13-14",-2,7.80,"MOTOACCESSORIES",,44.95,"","WSAS521"
,"Active","Inventory Part","WSAS601","WINDSCREEN ACRILIC SMOKE","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN ACRILIC SMOKE",-2,7.80,"MINT",,44.95,"","WSAS601"
,"Active","Inventory Part","WSAS602","WINDSCREEN ZX6R SMOKE","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN ZX6R SMOKE",-1,7.80,"MOTOACCESSORIES",,44.95,"","WSAS602"
,"Active","Inventory Part","WSAS605","WINDSCREEN ZX6R SMOKE","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN ZX6R SMOKE",-4,7.80,"MOTOACCESSORIES",,44.95,"","WSAS605"
,"Active","Inventory Part","WSAS606","WINDSCREEN ZX7R SMK","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN ZX7R SMK",-3,7.80,"MOTOACCESSORIES",,44.95,"","WSAS606"
,"Active","Inventory Part","WSAS607","WINDSCREEN ACRYLIC SMOKE","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN ACRYLIC SMOKE",-3,7.80,"MOTOACCESSORIES",,44.95,"","WSAS607"
,"Active","Inventory Part","WSAS608","WINDSCREEN KAWASAKI ZX9R 00-04 ACRYLIC SMOKE","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN KAWASAKI ZX9R 00-04 ACRYLIC SMOKE",-3,7.80,"MOTOACCESSORIES",,44.95,"","WSAS608"
,"Active","Inventory Part","WSAS609","WINDSCREEN ZX10R SMK","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN ZX10R SMK",-3,7.80,"MOTOACCESSORIES",,44.95,"","WSAS609"
,"Active","Inventory Part","WSAS610","23011147 WINDSCREEN","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"23011147 WINDSCREEN",-1,6.55,"KAGE",,42.95,"","WSAS610"
,"Active","Inventory Part","WSAS611","WINDSCREEN ZX12R SMK","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN ZX12R SMK",-3,7.80,"MOTOACCESSORIES",,44.95,"","WSAS611"
,"Active","Inventory Part","WSAS614","WINDSCREEN ZZR14 SMOKE","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN ZZR14 SMOKE",-4,7.80,"MOTOACCESSORIES",,44.95,"","WSAS614"
,"Active","Inventory Part","WSAS615","WINDSCREEN ZX6R SMOKE","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN ZX6R SMOKE",-2,7.80,"MOTOACCESSORIES",,44.95,"","WSAS615"
,"Active","Inventory Part","WSAS616","WINDSCREEN ZX10R SMK","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN ZX10R SMK",-11,7.80,"MINT",,44.95,"","WSAS616"
,"Active","Inventory Part","WSAS617","WINDSCREEN EX250R SMOKE","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN EX250R SMOKE",-1,7.80,"MINT",,44.95,"","WSAS617"
,"Active","Inventory Part","WSAS618","WINDSCREEN EX650R SMK","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN EX650R SMK",-2,7.80,"MINT",,44.95,"","WSAS618"
,"Active","Inventory Part","WSAS619","WINDSCREEN ZX10R SMOKE","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN ZX10R SMOKE",-8,7.80,"MINT",,44.95,"","WSAS619"
,"Active","Inventory Part","WSAS620","WINDSCREEN NINJA 1000 SMOKE","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN NINJA 1000 SMOKE",-2,7.80,"MINT",,44.95,"","WSAS620"
,"Active","Inventory Part","WSAS623","WINDSCREEN EX650R SMK","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN EX650R SMK",-13,7.80,"MINT",,44.95,"","WSAS623"
,"Active","Inventory Part","WSAS702","WINDSCREEN GSX600 SMK","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN GSX600 SMK",-19,7.80,"MOTOACCESSORIES",,44.95,"","WSAS702"
,"Active","Inventory Part","WSAS703","WINDSCREEN GSXR600 SMK","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN GSXR600 SMK",-2,7.80,"MOTOACCESSORIES",,44.95,"","WSAS703"
,"Active","Inventory Part","WSAS704","WINDSCREEN GSXR600 SMK","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN GSXR600 SMK",-6,7.80,"MOTOACCESSORIES",,44.95,"","WSAS704"
,"Active","Inventory Part","WSAS705","WINDSCREEN GSXR600 SMK","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN GSXR600 SMK",-29,7.80,"MOTOACCESSORIES",,44.95,"","WSAS705"
,"Active","Inventory Part","WSAS713","WINDSCREEN GSXR1000 SMK","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN GSXR1000 SMK",-4,7.80,"MOTOACCESSORIES",,44.95,"","WSAS713"
,"Active","Inventory Part","WSAS714","WINDSCREEN GSXR1000 SMK","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN GSXR1000 SMK",-10,7.80,"MOTOACCESSORIES",,44.95,"","WSAS714"
,"Active","Inventory Part","WSAS715","WINDSREEN GSXR1000 SMOKE","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSREEN GSXR1000 SMOKE",-2,7.80,"MOTOACCESSORIES",,44.95,"","WSAS715"
,"Active","Inventory Part","WSAS716","WINDSCREEN TL1000S SMK","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN TL1000S SMK",-3,7.80,"MOTOACCESSORIES",,44.95,"","WSAS716"
,"Active","Inventory Part","WSAS717","WINDSCREEN TL1000R SMOKE","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN TL1000R SMOKE",0,7.80,"MOTOACCESSORIES",,44.95,"","WSAS717"
,"Active","Inventory Part","WSAS718","WINDSCREEN GSX13R SMK","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN GSX13R SMK",-3,7.80,"MOTOACCESSORIES",,44.95,"","WSAS718"
,"Active","Inventory Part","WSAS720","WINDSCREEN GSXR SMK","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN GSXR SMK",-2,7.80,"MINT",,44.95,"","WSAS720"
,"Active","Inventory Part","WSAS722","WINDSCREEN GSXR 600/750","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN GSXR 600/750",-10,7.80,"MINT",,44.95,"","WSAS722"
,"Active","Inventory Part","WSAS723","WINDSCREEN GSX1300R SMK","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN GSX1300R SMK",-2,7.80,"MINT",,44.95,"","WSAS723"
,"Active","Inventory Part","WSAS801","WINDSCREEN R6 SMOKE","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN R6 SMOKE",-8,7.80,"MOTOACCESSORIES",,44.95,"","WSAS801"
,"Active","Inventory Part","WSAS802","WINDSCREEN R6 SMOKE","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN R6 SMOKE",-2,7.80,"MOTOACCESSORIES",,44.95,"","WSAS802"
,"Active","Inventory Part","WSAS803","WINDSCREEN R6 SMOKE","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN R6 SMOKE",-9,7.80,"MOTOACCESSORIES",,44.95,"","WSAS803"
,"Active","Inventory Part","WSAS804","WINDSCREEN R6 SMK","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN R6 SMK",-17,7.80,"MOTOACCESSORIES",,44.95,"","WSAS804"
,"Active","Inventory Part","WSAS805","23011197 WINDSCREEN","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"23011197 WINDSCREEN",-1,7.80,"MINT",,42.95,"","WSAS805"
,"Active","Inventory Part","WSAS806","WINDSCREEN R1 SMK","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN R1 SMK",0,7.80,"MOTOACCESSORIES",,44.95,"","WSAS806"
,"Active","Inventory Part","WSAS807","WINDSCREEN R1 SMK","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN R1 SMK",-2,7.80,"MOTOACCESSORIES",,44.95,"","WSAS807"
,"Active","Inventory Part","WSAS809","WINDSCREEN R1 SMK","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN R1 SMK",-5,7.80,"MINT",,44.95,"","WSAS809"
,"Active","Inventory Part","WSAS810","WINDSCREEN R1 SMK","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN R1 SMK",-5,7.80,"MINT",,44.95,"","WSAS810"
,"Active","Inventory Part","WSAS811","WINDSCREEN R1 SMK","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN R1 SMK",-11,7.80,"MINT",,44.95,"","WSAS811"
,"Active","Inventory Part","WSAS812","WINDSCREEN 09-12 YAMAHA FZ6R ACRYLIC SMOKE","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN 09-12 YAMAHA FZ6R ACRYLIC SMOKE",-6,7.80,"MINT",,44.95,"","WSAS812"
,"Active","Inventory Part","WSAS813","WINDSCREEN YAMAHA FZ1 06-13 ACRYLIC SMOKE","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN YAMAHA FZ1 06-13 ACRYLIC SMOKE",-2,7.80,"MINT",,44.95,"","WSAS813"
,"Active","Inventory Part","WSAS901","23011224 WSAS901","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"23011224 WSAS901",-1,6.55,"MOTOACCESSORIES",,42.95,"","WSAS901"
,"Active","Inventory Part","WSPC501","WINDSCREEN POLY CBR600RR CLR","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN POLY CBR600RR CLR",0,7.80,"MOTOACCESSORIES",,54.95,"","WSPC501"
,"Active","Inventory Part","WSPC504","23011206 WINDSCREEN","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"23011206 WINDSCREEN",-1,7.15,"MOTOACCESSORIES",,52.95,"","WSPC504"
,"Active","Inventory Part","WSPC506","23011210 WINDSCREEN","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"23011210 WINDSCREEN",-1,7.80,"SHINER",,52.95,"","WSPC506"
,"Active","Inventory Part","WSPC605","WINDSCREEN POLY ZX6R/ZX10R CLR","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN POLY ZX6R/ZX10R CLR",-1,6.70,"MOTOACCESSORIES",,54.95,"","WSPC605"
,"Active","Inventory Part","WSPC704","WINDSCREEN POLY GSXR600 CLR","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN POLY GSXR600 CLR",0,7.15,"MOTOACCESSORIES",,54.95,"","WSPC704"
,"Active","Inventory Part","WSPC705","WINDSCREEN POLY GSXR600 CLR","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN POLY GSXR600 CLR",-2,7.15,"MOTOACCESSORIES",,54.95,"","WSPC705"
,"Active","Inventory Part","WSPC714","WINDSCREEN POLY GSXR1000 CLR","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN POLY GSXR1000 CLR",-2,7.15,"MOTOACCESSORIES",,54.95,"","WSPC714"
,"Active","Inventory Part","WSPC715","WINDSCREEN POLY CLEAR","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN POLY CLEAR",-2,7.15,"MOTOACCESSORIES",,54.95,"","WSPC715"
,"Active","Inventory Part","WSPC801","WINDSCREEN POLY YZFR6 CLR","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN POLY YZFR6 CLR",-1,7.40,"MOTOACCESSORIES",,54.95,"","WSPC801"
,"Active","Inventory Part","WSPS501","WINDSCREEN POLY CBR600 SMK","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN POLY CBR600 SMK",0,7.80,"MOTOACCESSORIES",,54.95,"","WSPS501"
,"Active","Inventory Part","WSPS504","WINDSCREEN POLY CBR600RR SMK","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN POLY CBR600RR SMK",-1,7.15,"MOTOACCESSORIES",,54.95,"","WSPS504"
,"Active","Inventory Part","WSPS515","WINDSCREEN CBR10RR SMK","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN CBR10RR SMK",-2,7.15,"MOTOACCESSORIES",,54.95,"","WSPS515"
,"Active","Inventory Part","WSPS517","WINDSCREEN POLY CMOKE","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN POLY CMOKE",-1,7.80,"MINT",,54.95,"","WSPS517"
,"Active","Inventory Part","WSPS605","WINDSCREEN POLY ZX6R/ZX10R","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN POLY ZX6R/ZX10R",-2,7.80,"MINT",,54.95,"","WSPS605"
,"Active","Inventory Part","WSPS612","WINDSCREEN POLY SMOKE KAW ZX12R","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WINDSCREEN POLY SMOKE KAW ZX12R",-1,7.65,"MOTOACCESSORIES",,54.95,"","WSPS612"
